list-card-addr,list-card-price,json_data,list-card-details,list-card-label 2,list-card-variable-text,list-card-link href 2,list-card-link src,json_data,list-card-extra-info,list-card-details 2,list-card-details 3,list-card-label 3,list-card-statusText,j
"242 Kingsland Ave STE 1, Brooklyn, NY 11222","$2,500/mo",bds,2,ba,8 days ago,https://www.zillow.com/homedetails/242-Kingsland-Ave-STE-1-Brooklyn-NY-11222/2101230181_zpid/,https://photos.zillowstatic.com/fp/08e85251fa2fb379e9c25572051b1ae5-p_e.jpg,"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""242 Kingsland Ave Ste 1, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""4,875""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""242 Kingsland Ave STE 1"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.725073,""longitude"":-73.941249},""url"":""https://www.zillow.com/homedetails/242-Kingsland-Ave-STE-1-Brooklyn-NY-11222/2101230181_zpid/""}",LISTING BY: CAPRI JET REALTY CORP (718-536-7787),1,"4,875",sqft,#NAME?,Save this home
"1116 Manhattan Ave APT 2R, Brooklyn, NY 11222","$2,295/mo",bds,2,ba,8 days ago,https://www.zillow.com/homedetails/1116-Manhattan-Ave-APT-2R-Brooklyn-NY-11222/2101636536_zpid/,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1116 Manhattan Ave Apt 2r, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1116 Manhattan Ave APT 2R"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.736717,""longitude"":-73.955004},""url"":""https://www.zillow.com/homedetails/1116-Manhattan-Ave-APT-2R-Brooklyn-NY-11222/2101636536_zpid/""}",LISTING BY: MAE EQUITIES (917-771-7142),1,--,sqft,#NAME?,Save this home
"122 Clay St, Brooklyn, NY","$2,725+",3 bds,,,8 days ago,https://www.zillow.com/b/122-clay-st-brooklyn-ny-3mKd/,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,,,,,,
"568 Morgan Ave APT 1L, Brooklyn, NY 11222","$2,325/mo",bds,2,ba,8 days ago,https://www.zillow.com/homedetails/568-Morgan-Ave-APT-1L-Brooklyn-NY-11222/2099521204_zpid/,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""568 Morgan Ave Apt 1l, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""568 Morgan Ave APT 1L"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.723995,""longitude"":-73.939177},""url"":""https://www.zillow.com/homedetails/568-Morgan-Ave-APT-1L-Brooklyn-NY-11222/2099521204_zpid/""}",LISTING BY: GOTHAM RENTALS & SALES LLC,1,--,sqft,#NAME?,Save this home
"212 Freeman St, Brooklyn, NY","$2,800+",3 bds,,,9 days ago,https://www.zillow.com/b/212-freeman-st-brooklyn-ny-3mT7/,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,,,,,,
"111 Oak St APT 1, Brooklyn, NY 11222","$2,600/mo",bds,2,ba,9 days ago,https://www.zillow.com/homedetails/111-Oak-St-APT-1-Brooklyn-NY-11222/2076638154_zpid/,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""111 Oak St Apt 1, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""111 Oak St APT 1"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.728052,""longitude"":-73.956412},""url"":""https://www.zillow.com/homedetails/111-Oak-St-APT-1-Brooklyn-NY-11222/2076638154_zpid/""}",,1,--,sqft,#NAME?,Save this home
"1048 Manhattan Ave, Brooklyn, NY","$2,350 ",1 bd,"$3,484 ",3 bds,9 days ago,https://www.zillow.com/b/1048-manhattan-ave-brooklyn-ny-97cjhc/,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,,,,,,
"83 Clay St APT 1L, Brooklyn, NY 11222","$2,750/mo",bds,2,ba,9 days ago,https://www.zillow.com/homedetails/83-Clay-St-APT-1L-Brooklyn-NY-11222/2073137660_zpid/,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""83 Clay St Apt 1l, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""895""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""83 Clay St APT 1L"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.736868,""longitude"":-73.954526},""url"":""https://www.zillow.com/homedetails/83-Clay-St-APT-1L-Brooklyn-NY-11222/2073137660_zpid/""}",LISTING BY: DOUGLAS ELLIMAN (347-277-5695),2,895,sqft,#NAME?,Save this home
"211 Mcguinness Blvd APT 723, Brooklyn, NY 11222","$3,350/mo",bd,1,ba,9 days ago,https://www.zillow.com/homedetails/211-Mcguinness-Blvd-APT-723-Brooklyn-NY-11222/2073145532_zpid/,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""211 Mcguinness Blvd Apt 723, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""211 Mcguinness Blvd APT 723"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.729236,""longitude"":-73.95098},""url"":""https://www.zillow.com/homedetails/211-Mcguinness-Blvd-APT-723-Brooklyn-NY-11222/2073145532_zpid/""}",LISTING BY: CORCORAN (516-441-7941),1,--,sqft,#NAME?,Save this home
"72 Box St UNIT 4JJ, Brooklyn, NY 11222","$3,495/mo",bds,2,ba,Open: Thu. 9am-7:30pm,https://www.zillow.com/homedetails/72-Box-St-UNIT-4JJ-Brooklyn-NY-11222/2073149435_zpid/,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""72 Box St Unit 4jj, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""72 Box St UNIT 4JJ"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.737254,""longitude"":-73.953443},""url"":""https://www.zillow.com/homedetails/72-Box-St-UNIT-4JJ-Brooklyn-NY-11222/2073149435_zpid/""}",LISTING BY: STAYBK LLC,2,--,sqft,#NAME?,Save this home
"147 Freeman St APT 2L, Brooklyn, NY 11222","$1,850/mo",bd,1,ba,9 days ago,https://www.zillow.com/homedetails/147-Freeman-St-APT-2L-Brooklyn-NY-11222/2077383380_zpid/,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""147 Freeman St Apt 2l, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""900""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""147 Freeman St APT 2L"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.734573,""longitude"":-73.955987},""url"":""https://www.zillow.com/homedetails/147-Freeman-St-APT-2L-Brooklyn-NY-11222/2077383380_zpid/""}",LISTING BY: MPGL REALTY CORP,1,900,sqft,#NAME?,Save this home
"178 Kingsland Ave APT 1, Brooklyn, NY 11222","$2,399/mo",bds,2,ba,9 days ago,https://www.zillow.com/homedetails/178-Kingsland-Ave-APT-1-Brooklyn-NY-11222/2078654836_zpid/,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""178 Kingsland Ave Apt 1, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""800""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""178 Kingsland Ave APT 1"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.722834,""longitude"":-73.940942},""url"":""https://www.zillow.com/homedetails/178-Kingsland-Ave-APT-1-Brooklyn-NY-11222/2078654836_zpid/""}",LISTING BY: CODA REAL ESTATE NYC,1,800,sqft,#NAME?,Save this home
"239 Kingsland Ave APT 1L, Brooklyn, NY 11222","$2,699/mo",bds,3,ba,9 days ago,https://www.zillow.com/homedetails/239-Kingsland-Ave-APT-1L-Brooklyn-NY-11222/2120688057_zpid/,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""239 Kingsland Ave Apt 1l, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""850""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""239 Kingsland Ave APT 1L"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.724471,""longitude"":-73.941758},""url"":""https://www.zillow.com/homedetails/239-Kingsland-Ave-APT-1L-Brooklyn-NY-11222/2120688057_zpid/""}",LISTING BY: CODA REAL ESTATE NYC,1,850,sqft,#NAME?,Save this home
"19 Clifford Pl APT 2R, Brooklyn, NY 11222","$2,500/mo",bds,2,ba,9 days ago,https://www.zillow.com/homedetails/19-Clifford-Pl-APT-2R-Brooklyn-NY-11222/2095297502_zpid/,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""19 Clifford Pl Apt 2r, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""900""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""19 Clifford Pl APT 2R"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.726414,""longitude"":-73.955596},""url"":""https://www.zillow.com/homedetails/19-Clifford-Pl-APT-2R-Brooklyn-NY-11222/2095297502_zpid/""}","LISTING BY: PROPER REAL ESTATE, LLC (718-389-5833)",1,900,sqft,#NAME?,Save this home
"41 Blue Slip, Brooklyn, NY","$3,003+",Studio,,,9 days ago,https://www.zillow.com/b/41-blue-slip-brooklyn-ny-BNJnTH/,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,,,,,,
"157 Newell St #3, Brooklyn, NY 11222","$2,500/mo",bds,2,ba,10 days ago,https://www.zillow.com/homedetails/157-Newell-St-3-Brooklyn-NY-11222/2076621424_zpid/,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""157 Newell St #3, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""157 Newell St #3"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.72757,""longitude"":-73.949292},""url"":""https://www.zillow.com/homedetails/157-Newell-St-3-Brooklyn-NY-11222/2076621424_zpid/""}",LISTING BY: DOUGLAS ELLIMAN (718-486-4491),1,--,sqft,#NAME?,Save this home
"848 Manhattan Ave #3, Brooklyn, NY 11222","$2,800/mo",bds,2,ba,10 days ago,https://www.zillow.com/homedetails/848-Manhattan-Ave-3-Brooklyn-NY-11222/2080239272_zpid/,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""848 Manhattan Ave #3, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""848 Manhattan Ave #3"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.729055,""longitude"":-73.953472},""url"":""https://www.zillow.com/homedetails/848-Manhattan-Ave-3-Brooklyn-NY-11222/2080239272_zpid/""}",LISTING BY: HIGHLINE RESIDENTIAL,1,--,sqft,#NAME?,Save this home
"57 Jewel St APT 1L, Brooklyn, NY 11222","$1,954/mo",bd,1,ba,10 days ago,https://www.zillow.com/homedetails/57-Jewel-St-APT-1L-Brooklyn-NY-11222/2075361265_zpid/,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""57 Jewel St Apt 1l, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""57 Jewel St APT 1L"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.726338,""longitude"":-73.946574},""url"":""https://www.zillow.com/homedetails/57-Jewel-St-APT-1L-Brooklyn-NY-11222/2075361265_zpid/""}",LISTING BY: NEST SEEKERS INTERNATIONAL,1,--,sqft,#NAME?,Save this home
"162 Bayard St #3, Brooklyn, NY 11222","$2,400/mo",bds,2,ba,10 days ago,https://www.zillow.com/homedetails/162-Bayard-St-3-Brooklyn-NY-11222/2075327593_zpid/,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""162 Bayard St #3, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""162 Bayard St #3"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.720152,""longitude"":-73.945585},""url"":""https://www.zillow.com/homedetails/162-Bayard-St-3-Brooklyn-NY-11222/2075327593_zpid/""}",LISTING BY: DOUGLAS ELLIMAN (718-486-4491),1,--,sqft,#NAME?,Save this home
"110A Nassau Ave #1, Brooklyn, NY 11222","$2,650/mo",bd,1,ba,10 days ago,https://www.zillow.com/homedetails/110A-Nassau-Ave-1-Brooklyn-NY-11222/2075368575_zpid/,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""110a Nassau Ave #1, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""110A Nassau Ave #1"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.724064,""longitude"":-73.949319},""url"":""https://www.zillow.com/homedetails/110A-Nassau-Ave-1-Brooklyn-NY-11222/2075368575_zpid/""}",LISTING BY: HIGHLINE RESIDENTIAL,2,--,sqft,#NAME?,Save this home
"85 Clay St APT 4R, Brooklyn, NY 11222","$2,850/mo",bds,2,ba,10 days ago,https://www.zillow.com/homedetails/85-Clay-St-APT-4R-Brooklyn-NY-11222/2092558574_zpid/,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""85 Clay St Apt 4r, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""85 Clay St APT 4R"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.736885,""longitude"":-73.954348},""url"":""https://www.zillow.com/homedetails/85-Clay-St-APT-4R-Brooklyn-NY-11222/2092558574_zpid/""}",LISTING BY: TERRA MAGIA INC,2,--,sqft,#NAME?,Save this home
"76 Diamond St APT 2L, Brooklyn, NY 11222","$2,200/mo",bds,2,ba,10 days ago,https://www.zillow.com/homedetails/76-Diamond-St-APT-2L-Brooklyn-NY-11222/2090987518_zpid/,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""76 Diamond St Apt 2l, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""800""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""76 Diamond St APT 2L"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.725472,""longitude"":-73.946482},""url"":""https://www.zillow.com/homedetails/76-Diamond-St-APT-2L-Brooklyn-NY-11222/2090987518_zpid/""}",LISTING BY: DOUGLAS ELLIMAN (718-486-4491),1,800,sqft,#NAME?,Save this home
"941 Manhattan Ave APT 2F, Brooklyn, NY 11222","$2,000/mo",bds,2,ba,10 days ago,https://www.zillow.com/homedetails/941-Manhattan-Ave-APT-2F-Brooklyn-NY-11222/2096417012_zpid/,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""941 Manhattan Ave Apt 2f, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""941 Manhattan Ave APT 2F"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.731408,""longitude"":-73.954701},""url"":""https://www.zillow.com/homedetails/941-Manhattan-Ave-APT-2F-Brooklyn-NY-11222/2096417012_zpid/""}","LISTING BY: BELVEDERE BRIDGE REALTY, LLC (718-416-1111)",1,--,sqft,#NAME?,Save this home
"160 Eagle St APT 1R, Brooklyn, NY 11222","$1,700/mo",bds,--,ba,10 days ago,https://www.zillow.com/homedetails/160-Eagle-St-APT-1R-Brooklyn-NY-11222/2073174125_zpid/,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""160 Eagle St Apt 1r, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""298""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""160 Eagle St APT 1R"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.735022,""longitude"":-73.954223},""url"":""https://www.zillow.com/homedetails/160-Eagle-St-APT-1R-Brooklyn-NY-11222/2073174125_zpid/""}",LISTING BY: DOUGLAS ELLIMAN (917-623-1646),1,298,sqft,#NAME?,Save this home
