json_data,list-card-link href,list-card-addr,list-card-extra-info,list-card-price,list-card-details,list-card-label,list-card-details 2,list-card-label 2,list-card-details 3,list-card-label 3,list-card-statusText,list-card-variable-text,list-card-link src,j
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""818 Manhattan Ave #4e, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""818 Manhattan Ave #4E"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.728371,""longitude"":-73.953154},""url"":""https://www.zillow.com/homedetails/818-Manhattan-Ave-4E-Brooklyn-NY-11222/2073075530_zpid/""}",https://www.zillow.com/homedetails/818-Manhattan-Ave-4E-Brooklyn-NY-11222/2073075530_zpid/,"818 Manhattan Ave #4E, Brooklyn, NY 11222",LISTING BY: TRIPLEMINT,"$2,399/mo",2,bds,1,ba,--,sqft,Apartment for rent,9 days ago,https://photos.zillowstatic.com/fp/9317b15ff93b7148bd0b1af31a51e398-p_e.jpg,Save this home
,https://www.zillow.com/b/145-noble-st-brooklyn-ny-3msv/,"145 Noble St, Brooklyn, NY",,"$2,895 ","$3,695 ",2 bds,,3 bds,,,,9 days ago,https://photos.zillowstatic.com/fp/159275bfc5eb36dfb2fc5b3979cef627-p_e.jpg,
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""218 Calyer St Apt 2l, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""218 Calyer St APT 2L"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.728676,""longitude"":-73.950913},""url"":""https://www.zillow.com/homedetails/218-Calyer-St-APT-2L-Brooklyn-NY-11222/2090237794_zpid/""}",https://www.zillow.com/homedetails/218-Calyer-St-APT-2L-Brooklyn-NY-11222/2090237794_zpid/,"218 Calyer St APT 2L, Brooklyn, NY 11222",LISTING BY: TERRA MAGIA INC,"$2,000/mo",1,bd,1,ba,--,sqft,Apartment for rent,9 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""159 Newel St #1r, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""159 Newel St #1R"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.727645,""longitude"":-73.949291},""url"":""https://www.zillow.com/homedetails/159-Newel-St-1R-Brooklyn-NY-11222/2073081055_zpid/""}",https://www.zillow.com/homedetails/159-Newel-St-1R-Brooklyn-NY-11222/2073081055_zpid/,"159 Newel St #1R, Brooklyn, NY 11222",LISTING BY: TERRA MAGIA INC,"$3,100/mo",3,bds,1,ba,--,sqft,Apartment for rent,9 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
,https://www.zillow.com/b/220-calyer-st-brooklyn-ny-3n6X/,"220 Calyer St, Brooklyn, NY",,"$1,900+","$3,100 ",1 bd,,3 bds,,,,9 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""215 Kingsland Ave #9r, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""215 Kingsland Ave #9R"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.723911,""longitude"":-73.941666},""url"":""https://www.zillow.com/homedetails/215-Kingsland-Ave-9R-Brooklyn-NY-11222/2073093444_zpid/""}",https://www.zillow.com/homedetails/215-Kingsland-Ave-9R-Brooklyn-NY-11222/2073093444_zpid/,"215 Kingsland Ave #9R, Brooklyn, NY 11222",LISTING BY: SIDEWALK REALTY LLC,"$1,825/mo",1,bd,1,ba,--,sqft,Apartment for rent,9 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""975 Manhattan Ave #8a, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""975 Manhattan Ave #8A"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.732482,""longitude"":-73.954955},""url"":""https://www.zillow.com/homedetails/975-Manhattan-Ave-8A-Brooklyn-NY-11222/2073093442_zpid/""}",https://www.zillow.com/homedetails/975-Manhattan-Ave-8A-Brooklyn-NY-11222/2073093442_zpid/,"975 Manhattan Ave #8A, Brooklyn, NY 11222",LISTING BY: RENTAL SOLUTIONS INC (516-860-9734),"$2,550/mo",1,bd,1,ba,--,sqft,Apartment for rent,9 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""125 Greenpoint Ave #12, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""125 Greenpoint Ave #12"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.730365,""longitude"":-73.955026},""url"":""https://www.zillow.com/homedetails/125-Greenpoint-Ave-12-Brooklyn-NY-11222/2073096033_zpid/""}",https://www.zillow.com/homedetails/125-Greenpoint-Ave-12-Brooklyn-NY-11222/2073096033_zpid/,"125 Greenpoint Ave #12, Brooklyn, NY 11222",LISTING BY: REAL STREET INC (347-243-8776),"$1,999/mo",2,bds,1,ba,--,sqft,Apartment for rent,9 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""159 Greenpoint Ave Apt 1r, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""159 Greenpoint Ave APT 1R"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.730497,""longitude"":-73.953391},""url"":""https://www.zillow.com/homedetails/159-Greenpoint-Ave-APT-1R-Brooklyn-NY-11222/2073099378_zpid/""}",https://www.zillow.com/homedetails/159-Greenpoint-Ave-APT-1R-Brooklyn-NY-11222/2073099378_zpid/,"159 Greenpoint Ave APT 1R, Brooklyn, NY 11222",LISTING BY: CORCORAN (646-236-8244),"$2,250/mo",1,bd,1,ba,--,sqft,Apartment for rent,9 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""578 Morgan Ave Apt 1, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""578 Morgan Ave APT 1"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.724373,""longitude"":-73.939317},""url"":""https://www.zillow.com/homedetails/578-Morgan-Ave-APT-1-Brooklyn-NY-11222/2086882491_zpid/""}",https://www.zillow.com/homedetails/578-Morgan-Ave-APT-1-Brooklyn-NY-11222/2086882491_zpid/,"578 Morgan Ave APT 1, Brooklyn, NY 11222",LISTING BY: CORCORAN (646-236-8244),"$2,300/mo",1,bd,1,ba,--,sqft,Apartment for rent,9 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""45 Newell St #1f, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""45 Newell St #1F"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.724079,""longitude"":-73.947255},""url"":""https://www.zillow.com/homedetails/45-Newell-St-1F-Brooklyn-NY-11222/2073105982_zpid/""}",https://www.zillow.com/homedetails/45-Newell-St-1F-Brooklyn-NY-11222/2073105982_zpid/,"45 Newell St #1F, Brooklyn, NY 11222",LISTING BY: NOOKLYN.COM LLC (702-358-8211),"$2,300/mo",--,bds,1,ba,--,sqft,Apartment for rent,Open: Sat. 6:30-7:30pm,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""242 Kingsland Ave Ste 1, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""4,875""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""242 Kingsland Ave STE 1"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.725073,""longitude"":-73.941249},""url"":""https://www.zillow.com/homedetails/242-Kingsland-Ave-STE-1-Brooklyn-NY-11222/2101230181_zpid/""}",https://www.zillow.com/homedetails/242-Kingsland-Ave-STE-1-Brooklyn-NY-11222/2101230181_zpid/,"242 Kingsland Ave STE 1, Brooklyn, NY 11222",LISTING BY: CAPRI JET REALTY CORP (718-536-7787),"$2,500/mo",2,bds,1,ba,"4,875",sqft,Apartment for rent,9 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1116 Manhattan Ave Apt 2r, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1116 Manhattan Ave APT 2R"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.736717,""longitude"":-73.955004},""url"":""https://www.zillow.com/homedetails/1116-Manhattan-Ave-APT-2R-Brooklyn-NY-11222/2101636536_zpid/""}",https://www.zillow.com/homedetails/1116-Manhattan-Ave-APT-2R-Brooklyn-NY-11222/2101636536_zpid/,"1116 Manhattan Ave APT 2R, Brooklyn, NY 11222",LISTING BY: MAE EQUITIES (917-771-7142),"$2,295/mo",2,bds,1,ba,--,sqft,Apartment for rent,9 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
,https://www.zillow.com/b/122-clay-st-brooklyn-ny-3mKd/,"122 Clay St, Brooklyn, NY",,"$2,725+",,3 bds,,,,,,9 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""568 Morgan Ave Apt 1l, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""568 Morgan Ave APT 1L"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.723995,""longitude"":-73.939177},""url"":""https://www.zillow.com/homedetails/568-Morgan-Ave-APT-1L-Brooklyn-NY-11222/2099521204_zpid/""}",https://www.zillow.com/homedetails/568-Morgan-Ave-APT-1L-Brooklyn-NY-11222/2099521204_zpid/,"568 Morgan Ave APT 1L, Brooklyn, NY 11222",LISTING BY: GOTHAM RENTALS & SALES LLC,"$2,325/mo",2,bds,1,ba,--,sqft,Apartment for rent,9 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
,https://www.zillow.com/b/212-freeman-st-brooklyn-ny-3mT7/,"212 Freeman St, Brooklyn, NY",,"$2,800+",,3 bds,,,,,,10 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
,https://www.zillow.com/b/1048-manhattan-ave-brooklyn-ny-97cjhc/,"1048 Manhattan Ave, Brooklyn, NY",,"$2,350 ","$3,484 ",1 bd,,3 bds,,,,10 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""83 Clay St Apt 1l, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""895""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""83 Clay St APT 1L"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.736868,""longitude"":-73.954526},""url"":""https://www.zillow.com/homedetails/83-Clay-St-APT-1L-Brooklyn-NY-11222/2073137660_zpid/""}",https://www.zillow.com/homedetails/83-Clay-St-APT-1L-Brooklyn-NY-11222/2073137660_zpid/,"83 Clay St APT 1L, Brooklyn, NY 11222",LISTING BY: DOUGLAS ELLIMAN (347-277-5695),"$2,750/mo",2,bds,2,ba,895,sqft,Apartment for rent,10 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""211 Mcguinness Blvd Apt 723, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""211 Mcguinness Blvd APT 723"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.729236,""longitude"":-73.95098},""url"":""https://www.zillow.com/homedetails/211-Mcguinness-Blvd-APT-723-Brooklyn-NY-11222/2073145532_zpid/""}",https://www.zillow.com/homedetails/211-Mcguinness-Blvd-APT-723-Brooklyn-NY-11222/2073145532_zpid/,"211 Mcguinness Blvd APT 723, Brooklyn, NY 11222",LISTING BY: CORCORAN (516-441-7941),"$3,350/mo",1,bd,1,ba,--,sqft,Apartment for rent,10 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""72 Box St Unit 4jj, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""72 Box St UNIT 4JJ"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.737254,""longitude"":-73.953443},""url"":""https://www.zillow.com/homedetails/72-Box-St-UNIT-4JJ-Brooklyn-NY-11222/2073149435_zpid/""}",https://www.zillow.com/homedetails/72-Box-St-UNIT-4JJ-Brooklyn-NY-11222/2073149435_zpid/,"72 Box St UNIT 4JJ, Brooklyn, NY 11222",LISTING BY: STAYBK LLC,"$3,495/mo",2,bds,2,ba,--,sqft,Apartment for rent,Open: Fri. 9am-7pm,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""147 Freeman St Apt 2l, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""900""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""147 Freeman St APT 2L"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.734573,""longitude"":-73.955987},""url"":""https://www.zillow.com/homedetails/147-Freeman-St-APT-2L-Brooklyn-NY-11222/2077383380_zpid/""}",https://www.zillow.com/homedetails/147-Freeman-St-APT-2L-Brooklyn-NY-11222/2077383380_zpid/,"147 Freeman St APT 2L, Brooklyn, NY 11222",LISTING BY: MPGL REALTY CORP,"$1,850/mo",1,bd,1,ba,900,sqft,Apartment for rent,10 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""178 Kingsland Ave Apt 1, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""800""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""178 Kingsland Ave APT 1"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.722834,""longitude"":-73.940942},""url"":""https://www.zillow.com/homedetails/178-Kingsland-Ave-APT-1-Brooklyn-NY-11222/2078654836_zpid/""}",https://www.zillow.com/homedetails/178-Kingsland-Ave-APT-1-Brooklyn-NY-11222/2078654836_zpid/,"178 Kingsland Ave APT 1, Brooklyn, NY 11222",LISTING BY: CODA REAL ESTATE NYC,"$2,399/mo",2,bds,1,ba,800,sqft,Apartment for rent,10 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""239 Kingsland Ave Apt 1l, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""850""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""239 Kingsland Ave APT 1L"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.724471,""longitude"":-73.941758},""url"":""https://www.zillow.com/homedetails/239-Kingsland-Ave-APT-1L-Brooklyn-NY-11222/2120688057_zpid/""}",https://www.zillow.com/homedetails/239-Kingsland-Ave-APT-1L-Brooklyn-NY-11222/2120688057_zpid/,"239 Kingsland Ave APT 1L, Brooklyn, NY 11222",LISTING BY: CODA REAL ESTATE NYC,"$2,699/mo",3,bds,1,ba,850,sqft,Apartment for rent,10 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""19 Clifford Pl Apt 2r, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""900""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""19 Clifford Pl APT 2R"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.726414,""longitude"":-73.955596},""url"":""https://www.zillow.com/homedetails/19-Clifford-Pl-APT-2R-Brooklyn-NY-11222/2095297502_zpid/""}",https://www.zillow.com/homedetails/19-Clifford-Pl-APT-2R-Brooklyn-NY-11222/2095297502_zpid/,"19 Clifford Pl APT 2R, Brooklyn, NY 11222",LISTING BY: ULAS REAL ESTATES INC (718-389-4515),"$2,500/mo",2,bds,1,ba,900,sqft,Apartment for rent,10 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
